Fill , Create Time , Duration Stable , Bfield , Peak Inst Lumi , Peak Pileup , Peak Spec Lumi , Delivered Lumi , Recorded Lumi , Eff By Lumi , Eff By Time , Begin Time , to Ready , End Time , Type , Energy , I Beam1 (x10^11) , I Beam2 (x10^11) , nB1 , nB2 , nCol , nTar , xIng (micro rad) , Injection Scheme , Runs ,Comments, 
5196, 2016.08.13 01:57:01 , 0 hr 00 min ,3.798901233,11530.384,37.993,4.393,0,0,0,100, 2016.08.13 03:51:50 , n/a , 2016.08.13 03:52:03 , Proton - PROTON vs PROTON,6500,2310.12,2326.637,2172,2172,2160,2160,185, 25ns_2172b_2160_1855_1948_96bpi_24inj ,278765,, 
5194, 2016.08.12 17:43:14 , 0 hr 05 min ,3.798901233,9.536,33.919,4.414,0.003,0.002,83.805,100, 2016.08.12 22:38:30 ,0.981, 2016.08.12 22:43:36 , Proton - PROTON vs PROTON,6499,3.24,3.275,3,3,2,2,185, Single_3b_2_2_2_with_nc_probes ,278761,, 
5187, 2016.08.09 14:14:25 , 9 hr 31 min ,3.798901233,11437.021,37.685,4.589,295.631,274.072,92.707,100, 2016.08.09 18:28:07 ,0.826, 2016.08.10 03:59:27 , Proton - PROTON vs PROTON,6499,2325.138,2346.542,2172,2172,2160,2160,185, 25ns_2172b_2160_1855_1948_96bpi_24inj ,278509,, 
5183, 2016.08.08 15:05:12 , 10 hr 22 min ,3.798901233,11384.989,37.496,4.66,313.894,297.767,94.862,100, 2016.08.08 17:14:53 ,0.803, 2016.08.09 03:37:02 , Proton - PROTON vs PROTON,6499,2309.447,2327.9,2173,2173,2161,2161,185, 25ns_2173b_2161_1838_1916_96bpi_25inj ,278406,, 
5181, 2016.08.07 21:36:59 , 13 hr 23 min ,3.798901233,11083.234,38.2,4.62,369.778,329.852,89.203,95.453, 2016.08.08 00:12:19 ,0.923, 2016.08.08 13:35:22 , Proton - PROTON vs PROTON,6499,2238.484,2243.043,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278345 278346 278349 278366  ,, 
5179, 2016.08.07 09:19:13 , 4 hr 31 min ,3.798901233,10840.861,37.365,4.665,150.325,137.98,91.788,100, 2016.08.07 10:55:43 ,0.83, 2016.08.07 15:27:09 , Proton - PROTON vs PROTON,6499,2201.228,2218.437,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj ,278315,, 
5173, 2016.08.06 08:15:50 , 16 hr 34 min ,3.798901233,11073.059,38.165,4.48,436.017,412.674,94.646,98.794, 2016.08.06 12:59:30 ,0.836, 2016.08.07 05:33:16 , Proton - PROTON vs PROTON,6500,2266.904,2283.177,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278308 278309 278310  ,, 
5170, 2016.08.05 18:36:19 , 0 hr 37 min ,3.798901233,10765.317,37.104,4.563,21.286,15.216,71.483,84.244, 2016.08.05 21:10:12 ,0.768, 2016.08.05 21:46:54 , Proton - PROTON vs PROTON,6499,2216.878,2238.425,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278288 278289 278290  ,, 
5169, 2016.08.05 15:34:36 , 0 hr 53 min ,3.798901233,10242.664,35.303,4.219,29.857,24.346,81.541,89.941, 2016.08.05 17:36:27 ,0.782, 2016.08.05 18:28:59 , Proton - PROTON vs PROTON,6500,2265.808,2246.039,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278273 278274  ,, 
5163, 2016.08.04 13:39:25 , 12 hr 56 min ,3.798901233,10659.976,36.741,4.532,352.977,332.365,94.161,98.806, 2016.08.04 23:22:08 ,0.805, 2016.08.05 12:18:32 , Proton - PROTON vs PROTON,6499,2205.78,2241.069,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278239 278240  ,, 
5162, 2016.08.04 09:28:44 , 1 hr 01 min ,3.798901233,10909.24,37.6,4.641,36.914,34.977,94.753,100, 2016.08.04 12:30:39 ,0.897, 2016.08.04 13:32:04 , Proton - PROTON vs PROTON,6499,2214.673,2234.078,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj ,278193,, 
5161, 2016.08.03 15:18:56 , 14 hr 44 min ,3.798901233,9174.012,31.62,4.662,340.219,324.705,95.44,99.442, 2016.08.03 18:37:50 ,0.816, 2016.08.04 09:22:00 , Proton - PROTON vs PROTON,6500,2027.743,2044.589,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 278167 278175  ,, 
5154, 2016.08.01 21:28:50 , 11 hr 05 min ,3.798901233,12582.997,43.39,4.642,366.448,344.241,93.94,98.878, 2016.08.01 23:25:39 ,0.865, 2016.08.02 10:30:58 , Proton - PROTON vs PROTON,6499,2391.166,2387.551,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 278017 278018  ,, 
5151, 2016.08.01 10:05:36 , 6 hr 34 min ,3.798901233,2834.946,34.892,0,54.905,41.153,74.952,81.83, 2016.08.01 11:52:01 ,0.793, 2016.08.01 18:25:48 , Proton - PROTON vs PROTON,6499,0.004,0.007,0,0,578,2064,170, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277981 277982 277983 277984 277985 277990 277991 277992  ,, 
5149, 2016.08.01 01:16:03 , 1 hr 22 min ,3.798901233,10.813,38.461,0,0.039,0.031,80.14,91.728, 2016.08.01 02:58:57 ,0.785, 2016.08.01 04:20:57 , Proton - PROTON vs PROTON,6500,0.004,0.007,0,0,2,2064,170, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277932 277933 277934 277935  ,, 
5117, 2016.07.25 17:08:01 , 1 hr 43 min ,3.799285915,11483.576,39.599,3.983,65.705,61.294,93.287,98.58, 2016.07.25 19:43:23 ,0.781, 2016.07.25 21:26:41 , Proton - PROTON vs PROTON,6500,2470.81,2455.597,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj ,277420,, 
5116, 2016.07.24 22:08:23 , 4 hr 28 min ,3.799285915,11705.738,40.365,4.038,163.651,154.44,94.372,100, 2016.07.25 01:22:21 ,0.837, 2016.07.25 05:50:48 , Proton - PROTON vs PROTON,6500,2534.137,2412.975,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj ,277305,, 
5112, 2016.07.24 11:27:45 , 3 hr 03 min ,3.799285915,11839.418,40.826,4.089,115.813,96.062,82.946,89.387, 2016.07.24 14:02:26 ,0.745, 2016.07.24 17:05:51 , Proton - PROTON vs PROTON,6500,2480.594,2469.694,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277217 277218 277219 277220  ,, 
5111, 2016.07.23 15:36:42 , 17 hr 06 min ,3.799285915,12047.447,41.543,4.263,485.26,438.814,90.429,93.782, 2016.07.23 18:13:33 ,48.544, 2016.07.24 11:19:32 , Proton - PROTON vs PROTON,6499,2458.421,2427.483,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277194 277202  ,, 
5110, 2016.07.23 11:10:02 , 0 hr 56 min ,3.799285915,11030.766,38.038,4.012,34.19,31.651,92.573,100, 2016.07.23 13:36:56 ,0.904, 2016.07.23 14:32:57 , Proton - PROTON vs PROTON,6499,2416.079,2407.997,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj ,277180,, 
5109, 2016.07.22 15:12:19 , 16 hr 51 min ,3.799285915,10100.92,34.831,4.22,409.878,390.002,95.151,99.009, 2016.07.22 18:09:27 ,0.865, 2016.07.23 11:00:25 , Proton - PROTON vs PROTON,6499,2235.077,2269.718,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277166 277168  ,, 
5108, 2016.07.22 07:47:04 , 4 hr 31 min ,3.799285915,10628.378,36.65,4.122,150.014,128.688,85.784,88.303, 2016.07.22 10:30:06 ,0.867, 2016.07.22 15:01:32 , Proton - PROTON vs PROTON,6500,2313.64,2350.752,2076,2076,2064,2064,0, 25ns_2076b_2064_1681_1772_96bpi_23inj ,277148,, 
5107, 2016.07.21 22:38:53 , 6 hr 01 min ,3.799285915,8548.507,29.478,3.121,197.637,186.32,94.273,99.326, 2016.07.22 01:35:39 ,0.833, 2016.07.22 07:36:49 , Proton - UNKNOWN vs UNKNOWN,6499,2393.727,2417.212,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277126 277127  ,, 
5106, 2016.07.21 00:22:02 , 18 hr 32 min ,3.799285915,11885.635,40.985,4.295,514.23,487.605,94.822,98.625, 2016.07.21 04:00:01 ,0.878, 2016.07.21 22:32:30 , Proton - PROTON vs PROTON,6499,2396.5,2425.325,2076,2076,2064,2064,185, 25ns_2076b_2064_1681_1772_96bpi_23inj , 277093 277094 277096 277112  ,, 
5105, 2016.07.19 16:06:42 , 30 hr 24 min ,3.799285915,12150.294,41.878,3.907,652.244,610.976,93.673,96.941, 2016.07.19 17:50:58 ,0.881, 2016.07.21 00:15:21 , Proton - PROTON vs PROTON,6500,2445.873,2459.703,2076,2076,2064,2064,185, 25ns_2076b_2064_1692_1765_96bpi_23inj , 277069 277070 277071 277072 277073 277075 277076 277081 277086 277087  ,, 
